dime.cid,corp.person.id,ticker,corp.name,last.name,first.name,middle.name,age,gender,ceo,chairman,privatefirm,sector,industry,dime.cfscore,total,num.conts,self.funded,total.dem,total.rep,pct.to.dems,total.2002,total.2004,total.2006,total.2008,total.2010,total.2012,to.incumbs,to.open.seat,to.challs,to.winner,to.losers
4656058361,8307189,IBM,International Business Machines Corp,Liveris,andrew,N,57,M,0,0,0,Technology,Computer Services,0.127196288,262742.95,39,0,80700,49251.5,0.621,2000,6933.33,21100,16100,53596.44,161763.18,52000,2550,46800,6300,3000
4673068315,269239,IBM,Internation Business Machines Corp,Farr,david,N,57,M,0,0,0,Technology,Computer Services,0.982986789,494139,94,0,2900,202500,0.014,1000,21239,21200,141450,43800,259550,21350,46600,92050,16900,17900
-1,404063,IBM,International Business Machines Corp,Zambrano,lorenzo,,67,M,0,0,0,Technology,Computer Services,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,23314014,IBM,International Business Machines Corp,Rometty,virginia,,54,F,1,0,0,Technology,Computer Services,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
4196398288,8008923,IEP,Icahn Enterprises LP,intrieri,vincent,j,55,M,0,0,0,Services,Retail (Specialty),0.799362779,165900,34,0,10000,125900,0.074,0,10000,5000,35000,42400,72500,20000,2400,38100,27500,5500
4894261241,250594,IEP,Icahn Enterprises LP,icahn,carl,celian,77,M,0,1,0,Services,Retail (Specialty),0.130147775,1098027,155,0,118300,505436,0.19,281500,75000,122100,208036,83400,179400,117000,56050,82000,115500,57800
4143349576,550959,IEP,Icahn Enterprises LP,wasserman,jack,g,75,M,0,0,0,Services,Retail (Specialty),0.438116806,15130,36,0,4500,10870,0.293,50,650,400,60,2100,7870,10750,1000,850,10750,750
3953001387,129044,IEP,Icahn Enterprises LP,nelson,james,l,63,M,0,0,0,Services,Retail (Specialty),0.063038256,7400,9,0,4100,3300,0.554,0,1000,0,3300,3000,0,2000,2000,3300,2000,2000
-1,549515,IEP,Icahn Enterprises LP,leidesdorf,william,,66,M,0,0,0,Services,Retail (Specialty),NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,6425097,IEP,Icahn Enterprises LP,ninvaggi,daniel,,47,M,1,0,0,Services,Retail (Specialty),NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
4704115431,705370,IM,Ingram Micro Inc,ingram,john,r,49,M,0,0,0,Technology,Computer Hardware,0.885051314,437216,124,0,33900,228417,0.129,15250,9500,60634,45200,58000,179700,61550,53900,74950,57750,30650
4704115328,718266,IM,Ingram Micro Inc,ingram,orrin,h,51,M,0,0,0,Technology,Computer Hardware,0.829710233,542081,201,0,42382,267732,0.137,63000,52000,131834,73400,20200,141600,130997,57000,84800,118247,51350
3917601332,293290,IM,Ingram Micro Inc,laurance,dale,r,66,M,0,1,0,Technology,Computer Hardware,-0.009762189,150416.59,53,0,19750,50750,0.28,14499.98,21541.61,0,19200,4800,0,21000,21400,16600,17500,8050
52895968083,103770,IM,Ingram Micro Inc,levinson,linda,fayne,70,F,0,0,0,Technology,Computer Hardware,-1.190148423,15000,11,0,13500,1000,0.931,1000,0,0,12500,0,500,500,7400,1500,500,1000
2355692458,1100465,IM,Ingram Micro Inc,wyatt,joe,b,76,M,0,0,0,Technology,Computer Hardware,0.032595059,6000,7,0,4000,2000,0.667,0,0,0,0,0,0,3000,1000,2000,2000,2000
53788157531,1581865,IM,Ingram Micro Inc,heisz,leslie,stone,50,F,0,0,0,Technology,Computer Hardware,-1.085376959,3800,3,0,3300,500,0.868,1500,0,0,2300,0,0,0,3300,0,1000,0
2445755729,998933,IM,Ingram Micro Inc,atkins,howard,i,60,M,0,0,0,Technology,Computer Hardware,-0.455053468,12250,13,0,8500,2250,0.791,2000,1250,0,3000,0,0,7500,3000,0,6500,1000
2959996678,7817632,IM,Ingram Micro Inc,mcgregor,scott,a,55,M,0,0,0,Technology,Computer Hardware,NA,5000,0,0,0,0,NA,0,0,0,0,5000,0,0,0,0,0,0
-1,4259351,IM,Ingram Micro Inc,Monie,alain,,61,M,1,0,0,Technology,Computer Hardware,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
3241136455,281603,INT,World Fuel Services Corp,stebbins,paul,h,55,M,0,1,0,Energy,Oil and Gas Operations,0.023241634,2250,4,0,750,1500,0.333,0,0,0,0,0,0,1250,1000,0,750,500
4122355633,179316,INT,World Fuel Services Corp,kohnstamm,abby,f,58,M,0,0,0,Energy,Oil and Gas Operations,-1.277865462,25350,18,0,2000,0,1,0,10000,0,3600,2400,7350,12400,3600,9000,11400,2000
3806350248,3182365,INT,World Fuel Services Corp,presby,j,thomas,72,M,0,0,0,Energy,Oil and Gas Operations,-0.417409189,27500,22,0,11500,4500,0.719,2000,1250,500,0,500,2000,6500,2500,6000,9000,1500
2938987349,2858585,INT,World Fuel Services Corp,kassar,richard,a,64,M,0,0,0,Energy,Oil and Gas Operations,0.999678037,5000,1,0,0,0,NA,0,0,5000,0,0,0,0,0,0,0,0
4621034499,2158773,INT,World Fuel Services Corp,roddenberry,stephen,k,63,M,0,0,0,Energy,Oil and Gas Operations,0.495827925,43299,44,0,5675,31225,0.154,8010,11783,7075,2550,8675,1500,4800,16725,1500,8000,12975
3203117322,11459001,INT,World Fuel Services Corp,Manley,john,L,NA,M,0,0,0,Energy,Oil and Gas Operations,-0.05472858,10400,5,0,1250,2000,0.385,1750,1000,900,1000,300,0,2250,1000,0,250,2000
-1,281617,INT,World Fuel Services Corp,kasbar,michael,,55,M,1,0,0,Energy,Oil and Gas Operations,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,597259,INT,World Fuel Services Corp,klein,myles,,73,M,0,0,0,Energy,Oil and Gas Operations,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,6021158,INT,World Fuel Services Corp,bakshi,ken,,62,M,0,0,0,Energy,Oil and Gas Operations,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
5000915852,131142,INTC,Intel Corp,bryant,andy,d,61,M,0,1,0,Technology,Semiconductors,0.7313821,51200,8,0,0,10400,0,5000,0,10000,10400,0,14800,5000,5000,5000,0,10000
5472872744,551668,INTC,Intel Corp,otellini,paul,s,61,M,1,0,0,Technology,Semiconductors,0.609913899,374350,48,0,50100,170700,0.227,6000,8000,9000,24300,183500,149200,31600,6100,82700,23000,17500
3475203744,143078,INTC,Intel Corp,pottruck,david,s,64,M,0,0,0,Technology,Semiconductors,0.055055409,312500,108,0,101100,117600,0.462,35000,55000,50800,79600,13500,10000,51950,44900,12000,38950,19500
4341697702,594878,INTC,Intel Corp,yoffie,david,b,57,M,0,0,0,Technology,Semiconductors,-0.87820104,33500,8,0,1500,0,1,5500,5000,5150,1000,10350,5250,0,250,0,250,0
52382696827,1548976,INTC,Intel Corp,barshefsky,charlene,,61,F,0,0,0,Technology,Semiconductors,-1.006869358,18200,19,0,17200,0,1,3000,2000,2000,4800,3400,1500,5900,10300,2000,7400,3000
52719891457,210438,INTC,Intel Corp,decker,susan,l,49,F,0,0,0,Technology,Semiconductors,-1.476711883,56000,6,0,31000,0,1,5000,10000,0,41000,0,0,0,15600,0,0,0
3469196641,72740,INTC,Intel Corp,yeary,frank,d,48,M,0,0,0,Technology,Semiconductors,-0.466932643,38650,15,0,9350,3800,0.711,0,3000,0,6900,10000,10000,250,8900,4750,1750,1000
5653969686,531158,INTC,Intel Corp,hundt,reed,e,62,M,0,0,0,Technology,Semiconductors,-1.081206466,347452,123,15,285237,0,1,3500,27050,17350,116150,21500,105520,87315,18962,12500,49955,8262
2797931238,728527,INTC,Intel Corp,donahoe,john,j,51,M,0,0,0,Technology,Semiconductors,-0.389888894,269000,56,0,137650,75350,0.646,9500,8500,13000,23700,110200,96600,66600,7600,12800,22800,5000
-1,597361,INTC,Intel Corp,plummer,james,,67,M,0,0,0,Technology,Semiconductors,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
3727279070,349032,INTL,Intl Fcstone Inc,Veitia,diego,J,68,M,0,0,0,Financial,Investment Services,0.363672121,9000,13,0,3300,5400,0.379,1800,0,0,1000,2300,0,3800,4300,0,5800,1000
2609833202,12738073,INTL,Intl Fcstone Inc,Wheeler,justin,R,40,M,0,0,0,Financial,Investment Services,0.654328301,500,1,0,0,500,0,0,0,0,500,0,0,500,0,0,0,500
3787833292,70996,INTL,Intl Fcstone Inc,Radziwill,john,,64,M,0,1,0,Financial,Investment Services,-1.277120994,2000,2,0,2000,0,1,0,0,0,0,0,0,0,0,2000,0,2000
5503017436,8284599,INTL,Intl Fcstone Inc,Henze,daryl,K,68,M,0,0,0,Financial,Investment Services,1.061894284,38520,61,0,150,12001,0.012,750,5021,7300,7225,8950,5715,0,0,511,0,461
-1,1087778,INTL,Intl Fcstone Inc,Fowler,john,,62,M,0,0,0,Financial,Investment Services,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,4006186,INTL,Intl Fcstone Inc,OConnor,sean,,49,M,1,0,0,Financial,Investment Services,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,4006348,INTL,Intl Fcstone Inc,Branch,scott,,49,M,0,0,0,Financial,Investment Services,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,5980139,INTL,Intl Fcstone Inc,Krehbiel,bruce,,58,M,0,0,0,Financial,Investment Services,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,5988599,INTL,Intl Fcstone Inc,Parthemore,eric,,62,M,0,0,0,Financial,Investment Services,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,20641437,INTL,Intl Fcstone Inc,Friedman,jack,,54,M,0,0,0,Financial,Investment Services,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,20641447,INTL,Intl Fcstone Inc,Anderson,paul,,59,M,0,0,0,Financial,Investment Services,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
4673067952,179385,IP,International Paper Co,faraci,john,v,62,M,1,1,0,Basic Materials,Paper and Paper Products,0.773253582,225449.29,30,0,2300,31350,0.068,5107.06,27394.99,29575.24,39999.8,39741.08,75997.82,10500,13850,29800,4600,3550
27485322316,23033355,IP,International Paper Co,turner,john,f,70,M,0,0,0,Basic Materials,Paper and Paper Products,NA,1000,0,0,0,0,NA,0,0,0,0,0,1000,0,0,0,0,0
5442812254,4337992,IP,International Paper Co,townsend,john,l,56,M,0,0,0,Basic Materials,Paper and Paper Products,0.763571901,517768,698,0,48241,314610,0.133,40767,51585,18325,67125,79910,174032,65990,53525,98055,56690,73775
2425720033,185652,IP,International Paper Co,whisler,j,steven,57,M,0,0,0,Basic Materials,Paper and Paper Products,0.90716558,46182,15,0,0,12450,0,9712,13660,15500,0,0,0,9500,1000,500,7500,500
5101372373,268085,IP,International Paper Co,mobley,stacey,j,66,M,0,0,0,Basic Materials,Paper and Paper Products,-0.433972862,134565,71,0,2900,1500,0.659,4230,3370,5795,28100,24760,52560,41775,12650,4250,14300,7000
5724170298,652716,IP,International Paper Co,walter,william,g,66,M,0,0,0,Basic Materials,Paper and Paper Products,0.894786355,172854.28,29,0,0,50551,0,2400,15800,30155.22,48788.84,25709.22,50001,16000,2300,9500,15000,2500
4634040575,1467612,IP,International Paper Co,weisser,alberto,,57,M,0,0,0,Basic Materials,Paper and Paper Products,0.456313761,55130.65,4,0,1000,3000,0.25,0,1000,5600,17122.97,15162.86,14994.84,4000,0,0,1000,3000
4636047282,5864476,IP,International Paper Co,bronczek,david,j,58,M,0,0,0,Basic Materials,Paper and Paper Products,0.691371134,239674.33,34,0,28000,86575,0.244,5536.88,4899.49,5274.98,74066.64,64564.21,81457.16,19600,6400,29937.5,12400,5300
54073295568,644338,IP,International Paper Co,spero,joan,e,67,F,0,0,0,Basic Materials,Paper and Paper Products,NA,98700,85,0,0,0,NA,3500,11600,6950,21100,7250,13600,9850,19950,5100,6800,9450
-1,22927611,IP,International Paper Co,dorduncu,ahmet,,59,M,0,0,0,Basic Materials,Paper and Paper Products,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
4138343330,393739,IPG,Interpublic Group,roth,michael,NA,66,M,1,1,0,Services,Advertising,0.073031648,32700,12,0,7500,4500,0.625,0,5000,7500,0,11700,6000,9000,500,0,8000,0
2688867570,4717851,IPG,Interpublic Group,mccall,josh,NA,--,M,0,0,0,Services,Advertising,-0.93211821,2900,9,0,2650,200,0.93,0,0,250,100,2500,50,0,2400,0,0,2400
4004243852,23797087,IPG,Interpublic Group,hopp,tony,NA,--,M,0,0,0,Services,Advertising,0.722648721,22565,30,0,2750,13715,0.167,2250,4250,3000,5750,715,1500,7715,2750,3100,2465,2000
3489206624,79145425,IPG,Interpublic Group,nyman,michael,NA,--,M,0,0,0,Services,Advertising,-0.020182446,5200,9,0,1750,2150,0.449,2150,0,500,1250,0,300,0,1000,1300,0,2300
2437735351,49511229,IPG,Interpublic Group,adams,john,b,--,M,0,0,0,Services,Advertising,-0.308227568,6200,8,0,4450,750,0.856,2000,500,2700,0,0,0,750,0,0,500,250
4599009553,79145749,IPG,Interpublic Group,cubas,jose,m,--,M,0,0,0,Services,Advertising,0.789878024,60796,44,0,0,41796,0,21375,23350,5500,2801,2740,0,12250,6000,0,14750,1500
4214415773,12716164,IPG,Interpublic Group,imada,bill,,--,M,0,0,0,Services,Advertising,-0.848989221,68850,124,0,37425,7400,0.835,1075,1550,3250,4075,21425,32050,14250,12750,4000,17650,9750
4598993887,505461,IPG,Interpublic Group,goldstein,richard,a,70,M,0,0,0,Services,Advertising,-0.538136427,457398.44,457,0,284672,47970.79,0.856,62404.79,40890,72593,51595,24506.5,41073.15,176530.79,38943,42750,162011.79,44055
2473751971,588443,IPG,Interpublic Group,greeniaus,h,john,67,M,0,0,0,Services,Advertising,0.533624587,19650,14,0,1250,7600,0.141,0,0,0,0,0,0,2500,1550,4800,0,6350
3147081562,950080,IPG,Interpublic Group,thomas,david,m,63,M,0,0,0,Services,Advertising,-0.0496549,4000,3,0,2000,2000,0.5,2000,0,0,0,0,0,2000,0,0,2000,0
2605826613,182103,IPG,Interpublic Group,kerr,william,t,70,M,0,0,0,Services,Advertising,0.825770949,NA,NA,0,750,14100,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52615830682,1097429,IPG,Interpublic Group,hudson,dawn,e,55,F,0,0,0,Services,Advertising,NA,19020,3,0,0,0,NA,0,2500,7760,5760,0,3000,0,0,3000,0,0
-1,347377,IPG,Interpublic Group,guilfoile,mary,,58,F,0,0,0,Services,Advertising,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,384439,IPG,Interpublic Group,fantom,lynn,,--,F,0,0,0,Services,Advertising,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,596971,IPG,Interpublic Group,considine,jill,,67,F,0,0,0,Services,Advertising,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,921937,IPG,Interpublic Group,carter-miller,jocelyn,,54,F,0,0,0,Services,Advertising,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,7771102,IPG,Interpublic Group,greenberg,robert,,--,M,0,0,0,Services,Advertising,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,13227360,IPG,Interpublic Group,domanico,tom,,--,M,0,0,0,Services,Advertising,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,23501059,IPG,Interpublic Group,brien,nicolas,,50,M,0,0,0,Services,Advertising,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,34978917,IPG,Interpublic Group,hendell,reuben,,--,M,0,0,0,Services,Advertising,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,51049882,IPG,Interpublic Group,weil,christopher,,--,M,0,0,0,Services,Advertising,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,79145418,IPG,Interpublic Group,mcguiness,peter,,--,M,0,0,0,Services,Advertising,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
4073295387,280593,ITW,Illinois Tool Works,speer,david,b,59,M,1,1,0,Consumer Cyclical,Auto and Truck Parts,0.473073638,89200,21,0,1000,13500,0.069,2600,4650,3600,5800,12900,59400,3000,6000,32000,6000,2000
52367674877,554892,ITW,Illinois Tool Works,crown,susan,m,54,F,0,0,0,Consumer Cyclical,Auto and Truck Parts,-0.73108393,293123,112,0,130323,41100,0.76,12500,34500,25500,25423,12800,149500,68300,35200,95623,88323,22100
4619034872,101111,ITW,Illinois Tool Works,mccormack,robert,c,72,M,0,0,0,Consumer Cyclical,Auto and Truck Parts,0.845163712,1280343.35,193,0,1500,874570,0.002,83575,181079.27,204459.54,203159.54,73750,318110,82350,133150,58750,88200,72000
2722886531,298774,ITW,Illinois Tool Works,morrison,robert,s,69,M,0,0,0,Consumer Cyclical,Auto and Truck Parts,0.474745064,153400,29,0,8900,83700,0.096,2000,33000,15500,17200,4900,47500,5500,17300,31800,6400,8500
4704113796,181693,ITW,Illinois Tool Works,skinner,james,a,68,M,0,0,0,Consumer Cyclical,Auto and Truck Parts,0.907279988,282375,40,0,0,188550,0,0,1000,25000,93550,24700,137725,30500,29900,78450,34300,6100
54620032712,173457,ITW,Illinois Tool Works,strobel,pamela,b,59,F,0,0,0,Consumer Cyclical,Auto and Truck Parts,-0.686447438,130919.32,71,0,73950,24850,0.748,7203.92,24267,30598.4,16000,20600,22500,44900,24550,5250,47750,7350
4925300240,300506,ITW,Illinois Tool Works,davis,don,h,71,M,0,0,0,Consumer Cyclical,Auto and Truck Parts,0.960969348,231600,55,0,2500,98800,0.025,2750,11400,3500,4650,9150,166250,8000,6200,72250,6300,5200
3093038114,39764063,ITW,Illinois Tool Works,warren,kevin,m,49,M,0,0,0,Consumer Cyclical,Auto and Truck Parts,-0.824898251,1750,4,0,500,0,1,0,0,0,0,500,1250,0,0,250,0,250
3105045029,7606801,ITW,Illinois Tool Works,williams,anre,d,46,M,0,0,0,Consumer Cyclical,Auto and Truck Parts,-0.770183089,5300,2,0,5300,0,1,0,1000,0,2300,2000,0,1000,2300,0,1000,0
4153356207,82341,ITW,Illinois Tool Works,batchelder,david,harry,63,M,0,0,0,Consumer Cyclical,Auto and Truck Parts,0.710739111,69300,16,0,5500,28000,0.164,0,1000,5000,26250,17000,0,7550,5000,1000,6550,5000
4636046048,20444718,ITW,Illinois Tool Works,brutto,daniel,j,55,M,0,0,0,Consumer Cyclical,Auto and Truck Parts,0.973002072,5508.28,2,0,0,1000,0,500,544.98,1321.69,774.97,700,1416.65,1000,0,0,500,500
5764399744,308586,ITW,Illinois Tool Works,griffith,james,w,57,M,0,0,0,Consumer Cyclical,Auto and Truck Parts,1.089496416,504375.08,94,0,0,284275,0,13850,42200,53806.94,75675.84,51917.18,232325.16,92750,28500,82300,92750,14700
-1,639804,ITW,Illinois Tool Works,Smith,david,,45,M,0,0,0,Consumer Cyclical,Auto and Truck Parts,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
2353683647,123879,JAH,Jarden,franklin,martin,ellis,48,M,0,1,0,Technology,Electronic Instr. and Controls,-0.399858649,18000,7,0,9000,4000,0.692,12000,5000,0,0,0,0,6000,0,0,3000,2000
2504785121,660384,JAH,Jarden,wood,robert,l,57,M,0,0,0,Technology,Electronic Instr. and Controls,0.790409821,39100,9,0,1000,8100,0.11,100,2700,15000,17300,0,0,3500,1000,2300,2000,1000
4649059272,602341,JAH,Jarden,simon,irwin,david,53,M,0,0,0,Technology,Electronic Instr. and Controls,-0.82271201,91600,21,0,58200,1000,0.983,1000,1000,14000,19600,44200,11800,14800,2300,3300,13800,2300
5171774898,8099541,JAH,Jarden,heckmann,richard,j,68,M,0,0,0,Technology,Electronic Instr. and Controls,0.6053653,246365,90,0,18000,147811,0.109,58500,12000,3100,7500,9600,42250,40150,14300,51500,40950,20000
2539788213,647847,JAH,Jarden,gross,michael,s,51,M,0,0,0,Technology,Electronic Instr. and Controls,-0.51597852,145950,62,0,94000,15000,0.862,NA,19500,5100,8650,500,0,28850,16150,12000,23100,11500
3818437803,33595222,JAH,Jarden,grant,william,j,66,M,0,0,0,Technology,Electronic Instr. and Controls,0.585592299,109460,77,0,7200,83460,0.079,53860,17000,2350,0,0,0,8950,10300,6400,8450,8700
2576813001,207233,JAH,Jarden,lauder,william,p,51,M,0,0,0,Technology,Electronic Instr. and Controls,-0.564851438,613450,225,0,297250,55050,0.844,72250,61750,68200,24650,103500,204200,167950,35050,69800,112850,34200
-1,219876,JAH,Jarden,lillie,james,,50,M,1,0,0,Technology,Electronic Instr. and Controls,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,772188,JAH,Jarden,ashken,ian,,51,M,0,0,0,Technology,Electronic Instr. and Controls,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
3081040799,198276,JBL,Jabil Circuit Inc,main,timothy,l,55,M,1,0,0,Technology,Electronic Instr. and Controls,-0.448950476,54400,23,0,34600,8800,0.797,500,4000,0,12600,4300,33000,26000,6900,2500,3500,6800
2410721157,650211,JBL,Jabil Circuit Inc,Murphy,lawrence,J,69,M,0,0,0,Technology,Electronic Instr. and Controls,0.815544038,525,6,0,0,250,0,0,0,125,0,200,0,0,0,0,0,0
3742274041,652771,JBL,Jabil Circuit Inc,stout,david,m,57,M,0,0,0,Technology,Electronic Instr. and Controls,0.519933568,38550,16,0,5500,26500,0.172,1950,12250,10200,12150,0,0,15000,1500,500,12500,2500
2584816116,198274,JBL,Jabil Circuit Inc,sansone,thomas,a,63,M,0,0,0,Technology,Electronic Instr. and Controls,0.895436827,247800,36,0,0,201800,0,51500,55000,28000,36900,15400,59500,6600,7400,37300,9000,8500
3787834880,307267,JBL,Jabil Circuit Inc,raymund,steven,a,56,M,0,0,0,Technology,Electronic Instr. and Controls,0.716894771,265550,33,0,4500,143050,0.03,32000,29000,7800,0,500,61500,11050,1000,42000,7050,1000
3780441073,650209,JBL,Jabil Circuit Inc,lavitt,mel,s,74,M,0,0,0,Technology,Electronic Instr. and Controls,0.098765682,2911,4,0,1000,1000,0.5,0,0,0,0,0,0,1000,0,500,0,500
2895973173,164138,JBL,Jabil Circuit Inc,newman,frank,a,63,M,0,0,0,Technology,Electronic Instr. and Controls,0.68216982,86406,49,0,3650,65406,0.053,2000,4000,6900,6100,9800,22500,13400,6800,12800,7000,10500
-1,198272,JBL,Jabil Circuit Inc,morean,william,,57,M,0,1,0,Technology,Electronic Instr. and Controls,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,677013,JBL,Jabil Circuit Inc,brooks,martha,,52,F,0,0,0,Technology,Electronic Instr. and Controls,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
2552812722,282596,JCI,Johnson Controls Inc,Roell,stephen,A,62,M,1,1,0,Consumer Cyclical,Auto and Truck Parts,1.042624616,59350,22,0,2500,49150,0.048,2500,250,6000,33000,10100,0,7200,14600,2650,1100,250
54080302906,599705,JCI,Johnson Controls Inc,Black,natalie,A,62,F,0,0,0,Consumer Cyclical,Auto and Truck Parts,0.825535075,307500,36,0,2500,202400,0.012,13000,52000,52100,72000,15400,101000,4600,20900,58400,4900,5100
4030279843,356141,JCI,Johnson Controls Inc,Goodman,richard,A,63,M,0,0,0,Consumer Cyclical,Auto and Truck Parts,0.881216405,42852,3,0,0,2500,0,4260,2700,4120,8696,9408,13068,0,0,7500,0,0
3733282267,303648,JCI,Johnson Controls Inc,Cornog,robert,A,72,M,0,0,0,Consumer Cyclical,Auto and Truck Parts,0.948840634,4500,8,0,500,4000,0.111,1500,500,0,0,0,0,1750,250,0,2000,0
5533310339,182460,JCI,Johnson Controls Inc,Barnett,robert,L,72,M,0,0,0,Consumer Cyclical,Auto and Truck Parts,0.803639761,43284.86,29,0,0,13250,0,13013.61,16250.25,1000,3450,2600,0,1750,2250,1750,250,2500
2443750501,598310,JCI,Johnson Controls Inc,Lacy,william,H,67,M,0,0,0,Consumer Cyclical,Auto and Truck Parts,0.049430289,32900,51,0,16450,14600,0.53,3000,0,0,2300,0,250,18650,7300,3000,11950,4450
3734276464,320574,JCI,Johnson Controls Inc,Joerres,jeffrey,A,53,M,0,0,0,Consumer Cyclical,Auto and Truck Parts,0.866956846,8000,5,0,1000,7000,0.125,0,4000,3000,500,0,0,0,0,2000,0,2000
3088025823,1465279,JCI,Johnson Controls Inc,Archer,dennis,W,70,M,0,0,0,Consumer Cyclical,Auto and Truck Parts,-0.857752795,126840.58,183,0,101691.78,1130,0.989,24250,12250,6506.58,16700,5053,30600,37626,22650,12900,26700,9800
4697070820,4048561,JCI,Johnson Controls Inc,Abney,david,P,57,M,0,0,0,Consumer Cyclical,Auto and Truck Parts,1.164130036,10053.18,2,0,500,2000,0.2,520,3415,1910,1624.95,1499.94,999.96,0,0,0,0,0
5492999267,24441041,JCI,Johnson Controls Inc,Vergnano,mark,P,54,M,0,0,0,Consumer Cyclical,Auto and Truck Parts,0.551509073,32236.6,1,0,0,1000,0,0,0,249.99,833.3,16156.85,13329.82,0,1000,0,0,0
-1,359221,JCI,Johnson Controls Inc,Clariond,eugenio,,69,M,0,0,0,Consumer Cyclical,Auto and Truck Parts,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
3025016867,547693,JCP,J.C. Penney Company Inc,engibous,thomas,j,59,M,0,1,0,Services,Retail (Department and Discount),0.859768454,113696,24,0,4500,43400,0.094,29280,14984,9984,30748,21200,2500,19400,7500,9600,2000,15600
3121065133,557663,JCP,J.C. Penney Company Inc,foster,kent,b,68,M,0,0,0,Services,Retail (Department and Discount),NA,21000,4,0,0,0,NA,20000,0,0,0,0,0,0,0,0,0,0
54021271837,20988024,JCP,J.C. Penney Company Inc,Stone West,mary,Beth E,49,F,0,0,0,Services,Retail (Department and Discount),NA,600,0,0,0,0,NA,0,0,0,350,0,250,0,0,0,0,0
4864246883,306965,JCP,J.C. Penney Company Inc,roberts,leonard,h,63,M,0,0,0,Services,Retail (Department and Discount),-0.024475537,29325,23,0,7550,3350,0.693,3000,5500,1800,2500,3100,750,6750,2300,1600,4000,3300
54625031372,187874,JCP,J.C. Penney Company Inc,barrett,colleen,c,67,F,0,0,0,Services,Retail (Department and Discount),0.561422479,109200,96,0,23800,47800,0.332,8750,21750,13000,23100,8500,6850,28800,8800,3250,17800,10000
2558803686,783409,JCP,J.C. Penney Company Inc,turner,r,gerald,66,M,0,0,0,Services,Retail (Department and Discount),0.985267661,5800,15,0,200,5100,0.038,600,2850,500,250,500,0,3500,500,400,500,0
55462850617,597832,JCP,J.C. Penney Company Inc,laybourne,geraldine,b,65,F,0,0,0,Services,Retail (Department and Discount),-1.043215055,505905,172,0,389500,1500,0.996,31750,92250,18750,168600,29900,73700,137500,43200,43750,149200,10800
4771174482,272429,JCP,J.C. Penney Company Inc,ackman,william,albert,46,M,0,0,0,Services,Retail (Department and Discount),-0.847439317,650899,109,0,316299,20300,0.94,9500,7500,84200,130150,286249,123300,47099,27800,94800,66799,15900
2288648983,406079,JCP,J.C. Penney Company Inc,roth,steven,,70,M,0,0,0,Services,Retail (Department and Discount),-0.466616936,2449186,324,0,781500,448000,0.636,429650,181000,409900,NA,194950,455000,150250,42800,104450,120600,25100
-1,255067,JCP,J.C. Penney Company Inc,osborne,burl,,74,M,0,0,0,Services,Retail (Department and Discount),NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
